5ht7_percentage,KEYS,SMARTS
0.0,KLEK_2005,[!#1]c1[cH]c2[cH][cH][cH][cH]c2nc1[!#1]
0.0,KLEK_2235,[!#1]c1oc2[cH][cH]c([!#1])c([!#1])c2c1[!#1]
0.0,KLEK_1514,[!#1]C(=O)O[CH2][CH2][CH3]
0.0,KLEK_1511,[!#1]C(=O)O[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_2003,[!#1]c1[cH]c2[cH][cH][cH][cH]c2[cH]c1O[CH3]
0.0,KLEK_1474,[!#1]C(=O)c1[cH][cH]c2n([!#1])c([CH3])c([CH3])c2[cH]1
0.0,KLEK_2233,[!#1]c1oc2[cH][cH][cH][cH]c2[n+]1[!#1]
0.0,KLEK_2118,[!#1]c1c2C(=O)[CH2]C([CH3])([CH3])[CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1513,[!#1]C(=O)O[CH2][CH2][CH2]N([CH3])[CH3]
0.0,KLEK_1512,[!#1]C(=O)O[CH2][CH2][CH2][CH3]
0.0,KLEK_2117,[!#1]c1c2C(=O)[CH2]C([!#1])([CH3])[CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1484,[!#1]C(=O)c1c([!#1])[cH]nn1[!#1]
0.0,KLEK_1995,[!#1]c1[cH]c(nn1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
0.0,KLEK_1485,[!#1]C(=O)c1c([!#1])n([!#1])c2nc3[cH][cH][cH][cH]c3nc12
0.0,KLEK_1497,[!#1]C(=O)N([CH2][CH2]C(=O)[OH])[CH2]C(=O)[OH]
0.0,KLEK_1501,[!#1]C(=O)N1[CH2][CH2][CH2][CH2][CH2][CH2]1
0.0,KLEK_1489,[!#1]C(=O)c1c(F)[cH][cH][cH]c1F
0.0,KLEK_1490,[!#1]C(=O)c1c(n[cH]n1[!#1])[N+](=O)[O-]
0.0,KLEK_1500,[!#1]C(=O)n1[cH]nc2[cH][cH][cH][cH]c12
0.0,KLEK_1491,[!#1]C(=O)c1n[cH][cH]nc1C(=O)[OH]
0.0,KLEK_2230,[!#1]c1nnnn1c2c([CH3])[cH][cH][cH]c2[CH3]
0.0,KLEK_1492,[!#1]C(=O)c1nn([!#1])[cH]c1Br
0.0,KLEK_2225,[!#1]c1nnc2c3[cH][cH][cH][cH]c3[nH]c2n1
0.0,KLEK_1486,[!#1]C(=O)c1c([cH][cH][cH]c1[N+](=O)[O-])C(=O)[OH]
0.0,KLEK_2229,[!#1]c1nnnn1c2c([!#1])[cH][cH][cH]c2[!#1]
0.0,KLEK_2228,[!#1]c1nnnn1c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2227,[!#1]c1nnnn1[!#1]
0.0,KLEK_1493,[!#1]C(=O)c1sc([!#1])nc1[!#1]
0.0,KLEK_2226,[!#1]c1nnn[nH]1
0.0,KLEK_1494,[!#1]C(=O)c1sc2[cH][cH][cH][cH]c2c1Cl
0.0,KLEK_1496,[!#1]C(=O)N([CH2][CH2][CH2][CH2][CH3])[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1488,[!#1]C(=O)c1c([OH])c2[cH][cH][cH][cH]c2oc1=O
0.0,KLEK_1990,[!#1]c1[cH]c(n[nH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1503,[!#1]C(=O)N1[CH2][CH2][CH2][CH2]1
0.0,KLEK_1988,[!#1]c1[cH]c(Cl)c([!#1])c(Cl)[cH]1
0.0,KLEK_2232,[!#1]c1nonc1[!#1]
0.0,KLEK_1994,[!#1]c1[cH]c(nn1c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2231,[!#1]c1no[n+]([!#1])c1[!#1]
0.0,KLEK_1487,[!#1]C(=O)c1c([cH]nn1[!#1])[N+](=O)[O-]
0.0,KLEK_1993,[!#1]c1[cH]c(nc2[cH][cH][cH][cH]c12)N([CH3])[CH3]
0.0,KLEK_2222,[!#1]c1nnc([CH3])s1
0.0,KLEK_1507,[!#1]C(=O)O[CH]([CH3])[CH3]
0.0,KLEK_1992,[!#1]c1[cH]c(nc2[cH][cH][cH][cH]c12)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2223,[!#1]c1nnc([NH2])s1
0.0,KLEK_1506,[!#1]C(=O)n1nnc2[cH][cH][cH][cH]c12
0.0,KLEK_1991,[!#1]c1[cH]c(n[nH]1)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_1987,[!#1]c1[cH]c(Cl)[cH]c(Cl)c1O[CH3]
0.0,KLEK_2224,[!#1]c1nnc2c([!#1])nc3nonc3n12
0.0,KLEK_1504,[!#1]C(=O)N1[CH2][CH2]c2[cH][cH][cH][cH]c12
0.0,KLEK_2115,[!#1]c1c2[CH2][CH2][CH2]c2nc3[CH2][CH2][CH2]c31
0.0,KLEK_1989,[!#1]c1[cH]c(Cl)c(Cl)[cH]c1Cl
0.0,KLEK_1983,[!#1]c1[cH]c(C(=O)[OH])c([!#1])[cH]c1C(=O)[OH]
0.0,KLEK_1469,[!#1]C(=O)c1[cH][cH]c(Cl)c(Cl)[cH]1
0.0,KLEK_1450,[!#1]C(=O)c1[cH][cH][n+]([O-])[cH][cH]1
0.0,KLEK_2106,[!#1]c1c(nc([CH3])n1[!#1])[N+](=O)[O-]
0.0,KLEK_2240,[!#1]c1s[cH]c(c1[!#1])c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1525,[!#1]C(=O)ON=[CH]c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_2022,[!#1]c1[cH]n2c(n1)n([!#1])c3[cH][cH][cH][cH]c32
0.0,KLEK_1452,[!#1]C(=O)c1[cH][cH]c([!#1])c([cH]1)[N+](=O)[O-]
0.0,KLEK_1977,[!#1]c1[cH]c(=O)oc2[cH][cH]c([cH]c12)[N+](=O)[O-]
0.0,KLEK_2220,[!#1]c1nnc([!#1])s1
0.0,KLEK_2021,[!#1]c1[cH]n2[CH2][CH2][CH2]c2n1
0.0,KLEK_1978,[!#1]c1[cH]c(Br)[cH]c(Br)c1[!#1]
0.0,KLEK_2107,[!#1]c1c2[CH]([OH])[CH2]C([CH3])([CH3])[CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1454,[!#1]C(=O)c1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]
0.0,KLEK_1522,[!#1]C(=O)O[CH2]C(F)(F)C(F)(F)F
0.0,KLEK_1521,[!#1]C(=O)O[CH2]C(=C(Cl)Cl)Cl
0.0,KLEK_2221,[!#1]c1nnc([CH2][CH3])s1
0.0,KLEK_1468,[!#1]C(=O)c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]
0.0,KLEK_1526,[!#1]C(=O)ON=C([CH3])C([CH3])([CH3])[CH3]
0.0,KLEK_2105,[!#1]c1c(n[cH]n1[CH3])[N+](=O)[O-]
0.0,KLEK_2019,[!#1]c1[cH]n[nH]c1[!#1]
0.0,KLEK_1448,[!#1]C(=O)c1[cH][cH][cH]o1
0.0,KLEK_1533,[!#1]C(F)(F)C(F)(F)[CH](F)F
0.0,KLEK_2242,[!#1]c1sc([!#1])c(c1[!#1])c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2119,[!#1]c1n([!#1])c2[cH][cH][cH][cH]c2[n+]1[!#1]
0.0,KLEK_1531,[!#1]C(Cl)(Cl)Cl
0.0,KLEK_1974,[!#1]c1[cH]c([OH])[cH]c([OH])[cH]1
0.0,KLEK_2026,[!#1]c1[cH]nc([!#1])o1
0.0,KLEK_1530,[!#1]C(=S)S[CH2][CH2]C(=O)[OH]
0.0,KLEK_1445,[!#1]C(=O)c1[cH][cH][cH]c(I)[cH]1
0.0,KLEK_2024,[!#1]c1[cH]nc([!#1])n[cH]1
0.0,KLEK_1529,[!#1]C(=S)[NH2]
0.0,KLEK_1975,[!#1]c1[cH]c(=O)[nH]c([!#1])n1
0.0,KLEK_1447,[!#1]C(=O)c1[cH][cH][cH]n[cH]1
0.0,KLEK_1528,[!#1]C(=S)[NH][CH2]C(=[CH2])[CH3]
0.0,KLEK_1976,[!#1]c1[cH]c(=O)oc2[cH][cH][cH][cH]c12
0.0,KLEK_1527,[!#1]C(=O)ON=C([CH3])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_1520,[!#1]C(=O)O[CH2]C#[CH]
0.0,KLEK_1495,[!#1]C(=O)N([CH]([CH3])[CH3])[CH]([CH3])[CH3]
0.0,KLEK_1464,[!#1]C(=O)c1[cH][cH]c(Br)c([cH]1)[N+](=O)[O-]
0.0,KLEK_1461,[!#1]C(=O)c1[cH][cH]c([CH3])c([cH]1)S(=O)(=O)[!#1]
0.0,KLEK_1981,[!#1]c1[cH]c(Br)c([OH])c(Br)[cH]1
0.0,KLEK_1516,[!#1]C(=O)O[CH2][CH2][OH]
0.0,KLEK_1517,[!#1]C(=O)O[CH2][CH2]N([CH2][CH3])[CH2][CH3]
0.0,KLEK_2110,[!#1]c1c2[cH][cH][cH][cH]c2n3c([CH3])nc4[cH][cH][cH][cH]c4c13
0.0,KLEK_2111,[!#1]c1c2[cH][cH][cH][cH]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1518,[!#1]C(=O)O[CH2][CH2]N([CH3])[CH3]
0.0,KLEK_2109,[!#1]c1c2[cH][cH][cH][cH]c2c([!#1])c3[cH][cH][cH][cH]c13
0.0,KLEK_1465,[!#1]C(=O)c1[cH][cH]c(Br)o1
0.0,KLEK_2010,[!#1]c1[cH]c2O[CH2][CH2]Oc2[cH]c1[!#1]
0.0,KLEK_1463,[!#1]C(=O)c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_2014,[!#1]c1[cH]n([!#1])nc1[!#1]
0.0,KLEK_1467,[!#1]C(=O)c1[cH][cH]c(Cl)[cH]c1Cl
0.0,KLEK_2015,[!#1]c1[cH]n(C(=O)[CH3])c2[cH][cH][cH][cH]c12
0.0,KLEK_2239,[!#1]c1s[cH][n+]([!#1])c1[CH3]
0.0,KLEK_2018,[!#1]c1[cH]n[cH]c(Br)[cH]1
0.0,KLEK_1460,[!#1]C(=O)c1[cH][cH]c([CH3])[cH][cH]1
0.0,KLEK_1979,[!#1]c1[cH]c(Br)[cH]c(Br)c1[OH]
0.0,KLEK_2009,[!#1]c1[cH]c2nc3[cH][cH][cH][cH]c3nc2[cH]c1[!#1]
0.0,KLEK_1456,[!#1]C(=O)c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1980,[!#1]c1[cH]c(Br)[cH]c(C(=O)[OH])c1[!#1]
0.0,KLEK_1982,[!#1]c1[cH]c(c([OH])c([cH]1)C([CH3])([CH3])[CH3])C([CH3])([CH3])[CH3]
0.0,KLEK_1515,[!#1]C(=O)O[CH2][CH2][NH2]
0.0,KLEK_1457,[!#1]C(=O)c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]
0.0,KLEK_2016,[!#1]c1[cH]n(nc1c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_1458,[!#1]C(=O)c1[cH][cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-]
0.0,KLEK_2238,[!#1]c1s[cH][n+]([!#1])c1[!#1]
0.0,KLEK_1459,[!#1]C(=O)c1[cH][cH]c([cH]c1C(=O)[OH])[N+](=O)[O-]
-0.034,KLEK_4114,N=Cc1ccco1
-0.034,KLEK_458,[!#1][CH2][CH2]S[CH2][!#1]
-0.034,KLEK_456,[!#1][CH2][CH2]S(=O)[!#1]
-0.034,KLEK_2736,[!#1]Oc1[cH][cH]c([cH]c1O[!#1])C(=O)[!#1]
-0.034,KLEK_4120,N1c2ccccc2S(c3ccccc13)
-0.034,KLEK_1833,[!#1]c1[cH][cH]c2[cH]c([!#1])[cH][cH]c2[cH]1
-0.034,KLEK_446,[!#1][CH2][CH2]OC(=O)[!#1]
-0.034,KLEK_1961,[!#1]c1[cH]c([CH3])[cH][cH]c1[CH]([CH3])[CH3]
-0.034,KLEK_452,[!#1][CH2][CH2]S(=O)(=O)[!#1]
-0.034,KLEK_2747,[!#1]Oc1[cH][cH]c(Br)[cH][cH]1
-0.034,KLEK_4601,O=S(=O)Oc1ccccc1
-0.034,KLEK_1964,[!#1]c1[cH]c([CH3])[cH]c([CH3])[cH]1
-0.034,KLEK_2595,[!#1]O[CH2]C#[CH]
-0.034,KLEK_421,[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2]c1[cH][cH][cH][cH][cH]1
-0.034,KLEK_496,[!#1][CH2]C([CH3])([CH3])[CH3]
-0.034,KLEK_349,[!#1][CH2][CH2][CH2][CH2][CH2][CH3]
-0.034,KLEK_2583,[!#1]O[CH2][CH2][CH3]
-0.034,KLEK_4262,Nc1cccc2cccnc12
-0.034,KLEK_1893,[!#1]c1[cH][cH]c2O[CH2][CH2]Oc2[cH]1
-0.034,KLEK_2133,[!#1]c1n[cH]c(s1)c2[cH][cH][cH][cH][cH]2
-0.034,KLEK_593,[!#1][CH2]c1[cH][cH]c(S[CH3])[cH][cH]1
-0.034,KLEK_326,[!#1][CH2][CH]([OH])[CH2][NH][!#1]
-0.034,KLEK_369,[!#1][CH2][CH2][CH2]C(=O)[OH]
-0.034,KLEK_370,[!#1][CH2][CH2][CH2]C(=O)O[CH3]
-0.034,KLEK_2699,[!#1]Oc1[cH][cH][cH][cH]c1F
-0.034,KLEK_4456,O=C1NCCN1c2ccccc2
-0.034,KLEK_4491,O=CC1CCCC1
-0.034,KLEK_2108,[!#1]c1c2[cH][cH][cH][cH]c2[cH]c3[cH][cH][cH][cH]c13
-0.034,KLEK_2701,[!#1]Oc1[cH][cH][cH][cH]c1O[!#1]
-0.034,KLEK_4500,O=Cc1cccs1
-0.034,KLEK_603,[!#1][CH2]Cl
-0.034,KLEK_605,[!#1][CH2]N([!#1])[CH2][CH2][OH]
-0.034,KLEK_188,[!#1][CH]=O
-0.034,KLEK_4255,Nc1cccc(c1)[N+](=O)[O-]
-0.034,KLEK_4322,NS(=O)(=O)c1ccc(cc1)c2ccccc2
-0.034,KLEK_4585,O=S(=O)(c1ccccc1)c2ccccc2
-0.034,KLEK_2428,[!#1]N1[CH2][CH2]N([CH2][CH]=[CH]c2[cH][cH][cH][cH][cH]2)[CH2][CH2]1
-0.034,KLEK_348,[!#1][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3]
-0.034,KLEK_352,[!#1][CH2][CH2][CH2][CH2][CH2]C(=O)N([!#1])[CH2][!#1]
-0.034,KLEK_353,[!#1][CH2][CH2][CH2][CH2][CH3]
-0.034,KLEK_2028,[!#1]c1[cH]nc2[cH][cH][cH][cH]c2n1
-0.034,KLEK_561,[!#1][CH2]C(=O)O[CH3]
-0.034,KLEK_556,[!#1][CH2]C(=O)O[!#1]
-0.034,KLEK_331,[!#1][CH2][CH]([OH])[CH2]N([!#1])[CH3]
-0.034,KLEK_568,[!#1][CH2]c1[cH][cH][cH][cH]c1Cl
-0.034,KLEK_357,[!#1][CH2][CH2][CH2][CH2]C(=O)[OH]
-0.034,KLEK_358,[!#1][CH2][CH2][CH2][CH2]C(=O)O[CH3]
-0.034,KLEK_4369,O=C1c2ccccc2-c3ccccc13
-0.034,KLEK_4641,OC(=O)c1cccc(NC=O)c1
-0.034,KLEK_4254,Nc1ccc2ccccc2c1
-0.034,KLEK_2011,[!#1]c1[cH]c2O[CH2]Oc2[cH]c1[!#1]
-0.034,KLEK_2042,[!#1]C1=[CH][CH2][CH2][CH2][CH2]1
-0.034,KLEK_4269,Nc1cnc2ccccc2n1
-0.034,KLEK_254,[!#1][CH]1[CH2]c2[cH][cH][cH]c3[cH][cH][cH]c1c23
-0.034,KLEK_635,[!#1][CH2]N=[CH][!#1]
-0.034,KLEK_2445,[!#1]N1[CH2][CH2]n2c3[CH]1[CH2][CH2][CH2]c3c4[cH]c([!#1])[cH][cH]c24
-0.034,KLEK_644,[!#1][CH2]N1C(=O)c2[cH][cH][cH][cH]c2C1=O
-0.034,KLEK_2065,[!#1]c1c([!#1])c([!#1])c([!#1])c([!#1])c1[!#1]
-0.034,KLEK_408,[!#1][CH2][CH2]C(=O)[OH]
-0.034,KLEK_4158,NC(=O)c1ccc(Cl)cc1
-0.034,KLEK_648,[!#1][CH2]O[CH2][CH]([OH])[CH2][!#1]
-0.034,KLEK_547,[!#1][CH2]C(=O)[OH]
-0.034,KLEK_409,[!#1][CH2][CH2]C(=O)O[!#1]
-0.034,KLEK_1852,[!#1]c1[cH][cH]c2c([cH]1)oc3[cH][cH][cH][cH]c32
-0.034,KLEK_1927,[!#1]c1[cH]c([!#1])[cH]c([CH3])[cH]1
-0.034,KLEK_4407,O=C1CCCCC1
-0.034,KLEK_4318,NNS(=O)=O
-0.034,KLEK_411,[!#1][CH2][CH2]C(=O)O[CH3]
-0.034,KLEK_1915,[!#1]c1[cH][cH]s[cH]1
-0.034,KLEK_351,[!#1][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]
-0.034,KLEK_630,[!#1][CH2]N([CH3])S(=O)(=O)[!#1]
-0.034,KLEK_288,[!#1][CH]1O[CH]([CH]([!#1])[CH]1[!#1])n2[cH]nc3c([!#1])n[cH]nc23
-0.034,KLEK_626,[!#1][CH2]N([CH2][CH3])[CH2][CH3]
-0.034,KLEK_1904,[!#1]c1[cH][cH]n([!#1])n1
-0.034,KLEK_4620,OC(=O)c1cc2ccccc2[nH]1
-0.034,KLEK_397,[!#1][CH2][CH2][OH]
-0.034,KLEK_299,[!#1][CH2][CH]([!#1])[OH]
-0.034,KLEK_2001,[!#1]c1[cH]c2[cH][cH][cH][cH]c2[cH]c1[!#1]
-0.034,KLEK_4289,NCCC(=O)O
-0.034,KLEK_2002,[!#1]c1[cH]c2[cH][cH][cH][cH]c2[cH]c1[OH]
-0.034,KLEK_4521,O=CCCCC=O
-0.034,KLEK_204,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]1[CH2]2
-0.034,KLEK_611,[!#1][CH2]N([!#1])C(=O)[CH2]O[!#1]
-0.034,KLEK_2142,[!#1]c1n[nH]c([!#1])n1
-0.034,KLEK_316,[!#1][CH2][CH]([NH]C(=O)[!#1])C(=O)O[CH3]
-0.034,KLEK_4370,O=C1c2ccccc2-c3ncnc4cccc1c34
-0.034,KLEK_2485,[!#1]N1C(=O)c2[cH][cH][cH][cH]c2C1=O
-0.034,KLEK_990,[!#1][NH]c1[cH][cH][cH][cH]n1
-0.034,KLEK_3130,c1ccc2c(c1)oc3ccccc32
-0.034,KLEK_3867,Clc1cccc2ccccc12
-0.034,KLEK_3862,Clc1cccc(C=N)c1
-0.034,KLEK_890,[!#1][NH]C(=O)[NH][!#1]
-0.034,KLEK_3136,c1ccc2cc3ccccc3cc2c1
-0.034,KLEK_4716,Oc1ccc(C=O)cc1
-0.034,KLEK_4717,Oc1ccc(C=O)cc1O
-0.034,KLEK_3520,Cc1cc[nH]n1
-0.034,KLEK_118,[!#1][CH]([OH])c1[cH][cH][cH][cH][cH]1
-0.034,KLEK_1453,[!#1]C(=O)c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
-0.034,KLEK_3874,Clc1ccccc1S(=O)=O
-0.034,KLEK_2194,[!#1]c1nc2[cH][cH][cH][cH]n2c1[!#1]
-0.034,KLEK_3526,Cc1ccc(C)[nH]1
-0.034,KLEK_3817,CCSC(C)C
-0.034,KLEK_1125,[!#1][NH]N=C([!#1])[!#1]
-0.034,KLEK_1124,[!#1][NH]N=[CH][!#1]
-0.034,KLEK_3530,Cc1ccc(C)o1
-0.034,KLEK_3126,C1CCc2c(C1)[nH]c3ccccc23
-0.034,KLEK_1607,[!#1]c1[cH][cH][cH]c([CH2][OH])[cH]1
-0.034,KLEK_3143,c1ccc2nccnc2c1
-0.034,KLEK_1158,[!#1]C([!#1])([CH3])[CH2][CH3]
-0.034,KLEK_2200,[!#1]c1nc2[cH]c([!#1])[cH][cH]c2o1
-0.034,KLEK_3898,CN(C)CCOC=O
-0.034,KLEK_832,[!#1][NH]C(=[NH])[NH2]
-0.034,KLEK_2260,[!#1]I
-0.034,KLEK_3432,CC(O)CCl
-0.034,KLEK_851,[!#1][NH]C(=O)[CH]=[CH][!#1]
-0.034,KLEK_3450,CC=NNS(=O)=O
-0.034,KLEK_3184,C1COC(C1)n2cnc3cncnc23
-0.034,KLEK_3909,CN1C(=O)c2ccccc2C1=O
-0.034,KLEK_3176,C1CNc2ccccc2C1
-0.034,KLEK_2904,[O-][N+](=O)c1ccc(C=O)cc1
-0.034,KLEK_3884,CN(C)C(=N)C
-0.034,KLEK_4827,OCCNS(=O)=O
-0.034,KLEK_3173,C1Cn2cccc2CN1
-0.034,KLEK_3159,C1CCOCC1
-0.034,KLEK_4707,Oc1cc(O)cc(O)c1
-0.034,KLEK_3157,c1ccnnc1
-0.034,KLEK_4821,OCCCl
-0.034,KLEK_4708,Oc1ccc(Br)cc1
-0.034,KLEK_3488,Cc1c(O)ccc2ccccc12
-0.034,KLEK_4729,Oc1ccc(Cl)cc1C=N
-0.034,KLEK_1596,[!#1]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
-0.034,KLEK_4841,OS(=O)=O
-0.034,KLEK_3684,CCc1cnc2ccccc2c1
-0.034,KLEK_4760,Oc1ccccc1C=Nc2ccccc2
-0.034,KLEK_3016,C=NCCNC=O
-0.034,KLEK_3710,CCCCc1nc2ccccc2cc1CCC
-0.034,KLEK_3704,CCCc1nc2ccccc2cc1CC
-0.034,KLEK_1007,[!#1][NH]c1[cH][cH][cH]c(O[!#1])[cH]1
-0.034,KLEK_3022,C=NNS(=O)=O
-0.034,KLEK_1019,[!#1][NH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
-0.034,KLEK_3687,CCc1nc2ccccc2cc1C
-0.034,KLEK_1054,[!#1][NH]c1[cH][cH]c(O[!#1])[cH][cH]1
-0.034,KLEK_3608,Cc1cccnc1
-0.034,KLEK_3640,CCC#N
-0.034,KLEK_2219,[!#1]c1nnc([!#1])o1
-0.034,KLEK_3675,CCC1CC1
-0.034,KLEK_1532,[!#1]C(F)(F)[CH](F)F
-0.034,KLEK_1029,[!#1][NH]c1[cH][cH]c([CH3])[cH][cH]1
-0.034,KLEK_3057,C1CC1
-0.034,KLEK_3645,CCC(=O)CC
-0.034,KLEK_1048,[!#1][NH]c1[cH][cH]c(F)[cH][cH]1
-0.034,KLEK_3076,C1Cc2cccc3cccc1c23
-0.034,KLEK_3600,Cc1ccccc1I
-0.034,KLEK_1584,[!#1]c1[cH][cH][cH][cH]c1I
-0.034,KLEK_3572,Cc1cccc(Br)c1
-0.034,KLEK_1466,[!#1]C(=O)c1[cH][cH]c(Cl)[cH][cH]1
-0.034,KLEK_56,[!#1][CH]([!#1])c1[cH][cH]c2O[CH2]Oc2[cH]1
-0.034,KLEK_2321,[!#1]N(c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2
-0.034,KLEK_3769,CCN1C(=O)c2ccccc2C1=O
-0.034,KLEK_2322,[!#1]N=[CH][CH]([!#1])[!#1]
-0.034,KLEK_1100,[!#1][NH]c1n[cH]nc2n([!#1])[cH]nc12
-0.034,KLEK_3764,CCN(CC)CCOC=O
-0.034,KLEK_67,[!#1][CH]([!#1])N([!#1])c1[cH][cH][cH][cH][cH]1
-0.034,KLEK_3576,Cc1cccc(C)c1NC=O
-0.034,KLEK_3599,Cc1ccccc1F
-0.034,KLEK_1564,[!#1]c1[cH][cH][cH][cH][n+]1[!#1]
-0.034,KLEK_3583,Cc1cccc(c1)c2cccc(C)c2
-0.034,KLEK_3748,CCl
-0.034,KLEK_3092,C1CC2NCCn3c2c(C1)c4ccccc34
-0.034,KLEK_3086,c1cc2cccnc2s1
-0.034,KLEK_3731,CCCCl
-0.034,KLEK_3730,CCCCCOC=O
-0.034,KLEK_4755,Oc1cccc2cccnc12
-0.034,KLEK_1220,[!#1]C(=O)[CH2][CH2][CH2][CH3]
-0.034,KLEK_1443,[!#1]C(=O)c1[cH][cH][cH]c(Cl)[cH]1
-0.034,KLEK_4076,Ic1ccccc1
-0.034,KLEK_2385,[!#1]n1[cH][cH][cH]n1
-0.034,KLEK_765,[!#1][NH][CH2][CH2][CH2][CH2][CH3]
-0.034,KLEK_3418,CC(NC=O)C(=O)O
-0.034,KLEK_2830,[!#1]S(=O)(=O)c1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]
-0.034,KLEK_3984,COc1ccc(cc1)C(=O)N
-0.034,KLEK_2821,[!#1]S(=O)(=O)c1[cH][cH][cH][cH]c1Cl
-0.034,KLEK_1734,[!#1]c1[cH][cH]c([cH]c1[!#1])c2[cH][cH][cH][cH][cH]2
-0.034,KLEK_4073,I
-0.034,KLEK_1755,[!#1]c1[cH][cH]c([CH3])c([!#1])[cH]1
-0.034,KLEK_3377,CC(C)c1ccc(C)c(O)c1
-0.034,KLEK_4025,CS(c1ccc(C)cc1)
-0.034,KLEK_1787,[!#1]c1[cH][cH]c(Cl)[cH]c1[CH3]
-0.034,KLEK_1763,[!#1]c1[cH][cH]c([CH3])o1
-0.034,KLEK_4044,FC(F)(F)c1cccc(NC=O)c1
-0.034,KLEK_3343,CC(C)(C)c1ccc(cc1)S(=O)=O
-0.034,KLEK_3213,c1ncc(s1)c2ccccc2
-0.034,KLEK_3228,CC(=N)C
-0.034,KLEK_4677,OC(=O)CNC=O
-0.034,KLEK_4051,FC(F)C(F)F
-0.034,KLEK_1746,[!#1]c1[cH][cH]c([CH2][CH2][CH3])[cH][cH]1
-0.034,KLEK_3217,c1nnco1
-0.034,KLEK_3387,CC(C)CC(C)(C)C
-0.034,KLEK_2861,[!#1]S[CH2][CH2][NH2]
-0.034,KLEK_1747,[!#1]c1[cH][cH]c([CH2][CH3])[cH][cH]1
-0.034,KLEK_2176,[!#1]c1nc(c([!#1])s1)c2[cH][cH][cH][cH][cH]2
-0.034,KLEK_2759,[!#1]Oc1[cH]c([cH][cH]c1[!#1])[CH]([!#1])[!#1]
-0.034,KLEK_3204,c1nc[nH]n1
-0.034,KLEK_3297,CC(=O)NC(=C)C(=O)N
-0.034,KLEK_3960,COC(=O)C(C)NC=O
-0.034,KLEK_2772,[!#1]OS(=O)(=O)[!#1]
-0.034,KLEK_4020,CS(=O)(=O)N
-0.034,KLEK_4021,CS(=O)(=O)O
-0.034,KLEK_3965,COC(=O)CN
-0.034,KLEK_138,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[!#1]
-0.034,KLEK_2775,[!#1]OS(=O)(=O)[CH3]
-0.067,KLEK_4748,Oc1cccc(CC=O)c1
-0.067,KLEK_2809,[!#1]S(=O)(=O)[NH][CH3]
-0.067,KLEK_3087,C1CC2CNCCN2C1
-0.067,KLEK_1593,[!#1]c1[cH][cH][cH]c([!#1])n1
-0.067,KLEK_4320,NS(=O)(=O)c1ccc(Br)cc1
-0.067,KLEK_1770,[!#1]c1[cH][cH]c([OH])c([!#1])[cH]1
-0.067,KLEK_3582,Cc1cccc(c1)C(C)(C)C
-0.067,KLEK_380,[!#1][CH2][CH2][CH2]S[!#1]
-0.067,KLEK_3227,CC(=C)C(=O)N
-0.067,KLEK_757,[!#1][NH][CH2][CH]([!#1])[!#1]
-0.067,KLEK_1749,[!#1]c1[cH][cH]c([CH3])[cH][cH]1
-0.067,KLEK_1568,[!#1]c1[cH][cH][cH][cH]c1[N+](=O)[O-]
-0.067,KLEK_69,[!#1][CH]([!#1])N1[CH2][CH2]O[CH2][CH2]1
-0.067,KLEK_4141,NC(=O)C=Cc1ccccc1
-0.067,KLEK_760,[!#1][NH][CH2][CH]([OH])[CH2]O[!#1]
-0.067,KLEK_4735,Oc1ccc(O)cc1
